ID,Region,Category,Title,Description,Source,Link,Proximity_Score
1d56abcaa1d547f0557a2f4425a00374,LATINOAMERICA,Global Economy,Acusan a Milei de querer crear un Estado policial vía decreto en Argentina,"Buenos Aires. Argentina comenzó el año con un decreto de necesidad y urgencia (DNU 941/2025) emitido por el ultraderechista presidente Javier Milei, que convertirá a este gobierno en una virtual dictadura encubierta, ya que “se trata de crear un servicio de inteligencia con una operatividad similar a un grupo parapolicial, poniendo en riesgo todas las garantías constitucionales y convencionales, además subordinando a las fuerzas armadas, utilizándolas para servir en inteligencia y seguridad inte",https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/03/mundo/018n1mun?partner=rss,80.7
e3a676832f55e993fc46a181b0326853,LATINOAMERICA,Global Economy,"La guerra contra las drogas, el doble rasero de Trump contra América Latina","La detención de Maduro por presunto tráfico de drogas contrasta con el indulto del expresidente hondureño, Juan Orlando Hernández, condenado por el mismo delito",https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/mexico/2026-01-04/la-guerra-contra-las-drogas-el-doble-rasero-de-trump-contra-america-latina.html,78.25
d44c46ca0eb587113f8257bf161a2b97,LATINOAMERICA,Global Economy,Las fotos y videos de la llegada de Nicolás Maduro a Nueva York tras su captura: “Feliz Año Nuevo”,El líder chavista llegó a suelo estadounidense esposado y escoltado por efectivos de la Administración para el Control de Drogas; fue capturado junto con su esposa y enfrentará cargos por narcotráfico y terrorismo,https://www.lanacion.com.ar/arc/outboundfeeds/rss/,https://www.lanacion.com.ar/el-mundo/las-fotos-y-videos-de-la-llegada-de-nicolas-maduro-a-nueva-york-tras-su-captura-feliz-ano-nuevo-nid04012026/,81.16
50cd1bc49d07cc69acdb01debc2718ee,EUROPA,Global Economy,5 things that could shape Brussels in 2026 — and why they matter,"As the new year kicks off, European politics is gearing up for another busy twelve months in Brussels. On this episode of the podcast “Brussels, My Love?”, we take a closer look at five key issues that will play a big role in 2026.",https://www.euronews.com/rss,http://www.euronews.com/my-europe/2026/01/04/5-things-that-could-shape-brussels-in-2026-and-why-they-matter,76.49
bbf9c121a80542b5e0dcbd6b6bb75d7c,EUROPA,Global Economy,"Bulgarians adapt to euro, banks and shops report smooth transition","Bulgaria’s first days using the euro pass calmly, with banks, shops and customers adapting smoothly as both the euro and lev remain in use.",https://www.euronews.com/rss,http://www.euronews.com/video/2026/01/02/bulgarians-adapt-to-euro-banks-and-shops-report-smooth-transition,77.49
42ec961b6cc13b218cd0c4751b522f21,EUROPA,Global Economy,Trump topples Maduro and vows to ‘run’ Venezuela in stark display of US power,President says oil majors poised to develop South American country’s energy reserves,https://www.ft.com/world?format=rss,https://www.ft.com/content/6df65f0a-bcbc-4ac8-a0d3-0d2537b3da05,81.81
7e16816f85eca774d99f3e6af96f32e9,MEDIO_ORIENTE,Global Economy,Sporadic protests in Tehran as clashes reported in Iran’s west,Protests fuelled by economic duress spiral into political ones in some cases as they spread to different cities.,https://www.aljazeera.com/xml/rss/all.xml,https://www.aljazeera.com/news/2026/1/4/sporadic-protests-in-tehran-as-clashes-reported-in-irans-west?traffic_source=rss,81.46
a6af34c59070e174fc72b013553d1445,MEDIO_ORIENTE,Global Economy,Rights group says at least 16 dead in Iran during week of protests,"By Elwely ElwellyDUBAI, Jan 4 (Reuters) - At least 16 people have been killed during a week of unrest in Iran, rights groups said on Sunday, as protests over soaring inflation spread across the country prompting violent clashes between demonstrators and security forces. Deaths and arrests have been reported through the week both by state media and rights groups, though the numbers have differed. Reuters has not been able to verify the figures independently.",https://www.al-monitor.com/rss.xml,https://www.al-monitor.com/originals/2026/01/rights-group-says-least-16-dead-iran-during-week-protests,80.59
94438b217e3565be73266ee24a0994ee,MEDIO_ORIENTE,Global Economy,"Beyond Venezuela, what does Maduro’s fall mean for isolated Iran?","To counter US influence and demonstrate global reach, Iran had for years invested heavily in Venezuela as a politically aligned, economically intertwined and rhetorically defiant ally.",https://www.al-monitor.com/rss.xml,https://www.al-monitor.com/originals/2026/01/beyond-venezuela-what-does-maduros-fall-mean-isolated-iran,81.69
572efcf0de1df6a1c3e1ac49e491c529,MEDIO_ORIENTE,Global Economy,Iran supreme leader says will not yield as protests simmer and US threatens,"DUBAI, Jan 3 (Reuters) - Iran's Supreme Leader Ayatollah Ali Khamenei vowed not to yield after U.S. President Donald Trump threatened to come to the aid of protesters, as rights groups reported a sharp rise in arrests following days of unrest sparked by soaring inflation.Speaking in a recorded appearance on television on Saturday, Khamenei said the Islamic Republic ""will not yield to the enemy"" and said rioters should be ""put in their place"".",https://www.al-monitor.com/rss.xml,https://www.al-monitor.com/originals/2026/01/iran-supreme-leader-says-will-not-yield-protests-simmer-and-us-threatens,82.95
