ID,Region,Category,Title,Description,Source,Link,Proximity_Score
f96f4e459ad153e1ddcdb7bb77341729,NORTEAMERICA,Global Economy,Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden,"• DeSantis goes to Washington, a place he once despised, looking for support to take on Trump
• Opinion: For the GOP to win, it must ditch Trump
• Chris Christie mulling 2024 White House bid
• Analysis: The fire next time has begun burning in Tennessee",http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/2023/04/18/politics/mccarthy-biden-debt-ceiling/index.html,78.02
ce70bebcb1b6283ef15994e7b85b8d5d,NORTEAMERICA,Global Economy,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,73.24
e820de0a3ef11767d0a4589ac06ef1ca,NORTEAMERICA,Global Economy,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,74.31
bdbd884d3f315e94c9de3e69779776b6,NORTEAMERICA,Global Economy,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,71.35
9bb18706db0a903ae81e2a05326e1012,NORTEAMERICA,Global Economy,Martina Navratilova expresses support for criminal sanctions to US companies that take oil from Venezuela,Tennis legend Martina Navratilova agrees with journalist&apos;s social media post calling for criminal sanctions against U.S. oil companies that take Venezuelan oil.,http://feeds.foxnews.com/foxnews/latest,https://www.foxnews.com/sports/martina-navratilova-support-criminal-sanctions-us-companies-oil-from-venezuela,79.84
5a9bc1bf91b6ffecf0a71bf0d4e04e8a,NORTEAMERICA,Global Economy,"Maduro jailed at New York detention center that held Diddy, Ghislaine Maxwell and Sam Bankman-Fried","Venezuelan President Nicolás Maduro will be detained at MDC Brooklyn, the same prison housing Luigi Mangione and where Diddy and Ghislaine Maxwell were held.",http://feeds.foxnews.com/foxnews/latest,https://www.foxnews.com/us/maduro-jailed-new-york-detention-center-held-diddy-ghislaine-maxwell-sam-bankman-fried,81.3
31d3419fa3d99747cf44fb5ba67feb45,NORTEAMERICA,Global Economy,Maduro overthrow in oil-rich Venezuela unlikely to shake energy markets in the near term,"While Venezuela has the world's largest oil reserves, its oil production is relatively small.",https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/trump-venezuela-attack-oil-markets.html,83.41
45ccda337ebb3df8a6f33badf719ecf4,NORTEAMERICA,Global Economy,"Ilya Lichtenstein, Bitcoin hacker behind massive crypto theft, credits Trump for early prison release",Ilya Lichtenstein had been sentenced to five years in prison after pleading guilty and admitting to the hack of crypto assets valued in the billions of dollars.,https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/02/bitcoin-hacker-ilya-lichtenstein-bitfinex-razzlekhan.html,75.58
ad823229a6e26a8d5ab8e848f5f5918e,NORTEAMERICA,Global Economy,Trump wants U.S. oil companies in Venezuela. Here's what to know,"President Trump wants more U.S. oil companies to ""go in"" to Venezuela. But there are economic, historical, and climate reasons that may not be easy. Here's what you need to know about oil in Venezuela.",https://feeds.npr.org/1001/rss.xml,https://www.npr.org/2026/01/04/nx-s1-5665795/trump-us-oil-companies-venezuela,82.88
d3bc84ce62fd52c857a2a780eb8626f5,NORTEAMERICA,Global Economy,How Trump Fixed On a Maduro Loyalist as Venezuela’s New Leader,"Nicolás Maduro balked at a gilded exile. U.S. officials then saw a more pliant option in his vice president, Delcy Rodríguez, known for stabilizing Venezuela’s economy.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/04/world/americas/trump-venezuela-leader-rodriguez-machado.html,84.64
872be670b081880506faefbf0ec0e77b,NORTEAMERICA,Global Economy,"Delcy Rodríguez, Venezuela’s new leader, boasts leftist credentials","The interim leader is known for hewing to left-wing ideals, facing sanctions by the U.S. and European Union and building bridges with Venezuela’s business community.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/delcy-rodriguez-venezuela-politics.html,84.55
e22f802982cd7b1c1bf4f74b50f1c39f,NORTEAMERICA,Global Economy,What to Know About the Protests in Iran,Galloping inflation and a currency crisis have provoked demonstrations across the country.,https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/middleeast/iran-protests-inflation-currency.html,79.25
b2db93f73b18a59e6af66964e32d00a6,NORTEAMERICA,Global Economy,Nicolás Maduro Is Being Held at a Troubled Brooklyn Jail,"The Metropolitan Detention Center, known as the M.D.C., is one of the United States’ most notorious federal lockups.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/04/nyregion/nicolas-maduro-metropolitan-detention-center-mdc-brooklyn.html,81.17
b6ec2e6d747d199da393b8413aeb873f,NORTEAMERICA,Global Economy,Maduro’s Capture Prompts Protests and Celebrations in U.S. Cities,"Opponents of the U.S. intervention in Venezuela called it illegal. Supporters celebrated the ouster of Nicolás Maduro, the country’s authoritarian president.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/venezuela-chicago-washington-protests.html,84.84
d3f6077a34f6536ef1645b3c7b9d558d,NORTEAMERICA,Global Economy,The U.S. Indictment of Maduro Cites Cocaine Smuggling. Venezuela’s Role in the Trade Is Believed to Be Modest.,"Experts have said that Venezuela is not a major drug producer but a minor cocaine transit country, with most of the cocaine flowing through it headed to Europe.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/venezuela-drug-trade.html,83.0
22fbd9b110f1dfca37b373d0481dd3d7,NORTEAMERICA,Global Economy,Trump Long Wanted to ‘Take the Oil.’ He Says He’ll Do It in Venezuela.,The White House had pointed to drug trafficking and migration as reasons to crack down on Nicolás Maduro. But oil emerged as central to President Trump.,https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/us/politics/trump-venezuela-oil.html,83.48
14241d520766bc6585275297a1b1195b,NORTEAMERICA,Global Economy,How Manhattan Federal Court Would Handle the Trial of a President,"Nicolás Maduro, Venezuela’s president, could stand trial in Federal District Court in New York City, the site of other high-profile court proceedings.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/maduro-trial-nyc-sdny.html,81.44
dc68d0afa85dcf88bde039a1c33b2590,NORTEAMERICA,Global Economy,"With the President Gone, Venezuelans Race to Stock Up on Food",People hit grocery stores on Saturday as they anxiously waited for word on what would happen next.,https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/venezuelans-food.html,84.82
2868fa02386abf49e2d99ac31e102255,NORTEAMERICA,Global Economy,World Leaders React With Shock and Skepticism After U.S. Captures Maduro,"Several Latin American leaders responded with anger, while European leaders were more cautious. President Trump’s audacious raid drew support, too.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/maduro-capture-venezuela-reaction-global.html,84.84
bea02df007f56e26bba45b936f551914,NORTEAMERICA,Global Economy,Venezuelans in South Florida Celebrate Maduro’s Capture,"In Doral, Fla., where about 40 percent of people are of Venezuelan origin, music blared in celebration early on Saturday.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/maduro-capture-florida-venezuelans-celebrations.html,82.51
8d85a648659162af117541c0c64ef751,NORTEAMERICA,Global Economy,Trump Celebrates Capture of Nicolas Maduro in New York Times Phone Interview,"In a call with The New York Times, President Trump called the U.S. operation in Venezuela “brilliant” but did not address whether he had consulted Congress.",https://rss.nytimes.com/services/xml/rss/nyt/World.xml,https://www.nytimes.com/2026/01/03/world/americas/trump-venezuela-maduro-capture-interview.html,81.4
5b93264f37e1a506a34a1405d96395ea,NORTEAMERICA,Global Economy,Maduro arrives in US to face charges after ouster,"Venezuelan President Nicolás Maduro is now on U.S. soil after the Trump administration captured and removed him from power. Late on Saturday, Maduro reportedly arrived at the Metropolitan Detention Center in Brooklyn, N.Y., after being flown into the city by helicopter, senior law enforcement officials told Jackie Koppell and Andrew Fischer Espitallier of NewsNation, The&#8230;",https://thehill.com/feed/,https://thehill.com/regulation/court-battles/5671654-venezuelan-president-maduro-detained/,84.08
c9131a900234d911280ee40549cb06f6,NORTEAMERICA,Global Economy,Trump’s judicial battles raise profiles of federal judges,"The Trump administration’s escalating clash with the judiciary over immigration, spending priorities and more is turning previously unknown judges like James Boasberg and Paula&#160;Xinis&#160;into household names.&#160; The judiciary has been a notable battleground in President Trump’s first year back in office, particularly given Congress’s compliance with his vision. More than 500 legal challenges have been&#8230;",https://thehill.com/feed/,https://thehill.com/regulation/court-battles/5669944-judges-threats-trump-administration/,75.79
cd81c95e30596fbd1e49ad8da3e6ad51,LATINOAMERICA,Global Economy,Llegó a Nueva York para esperar su juicio,"Nueva York y Washington. El presidente venezolano, Nicolás Maduro, y su esposa, Cilia Flores, llegaron como prisioneros a Nueva York en las tinieblas del anochecer invernal y fueron trasladados a una prisión federal en Brooklyn, donde esperarán para ser presentados ante un tribunal federal en Manhattan.",https://www.jornada.com.mx/rss/edicion.xml?v=1,https://www.jornada.com.mx/2026/01/04/politica/002n2pol?partner=rss,84.35
e3a676832f55e993fc46a181b0326853,LATINOAMERICA,Global Economy,"La guerra contra las drogas, el doble rasero de Trump contra América Latina","La detención de Maduro por presunto tráfico de drogas contrasta con el indulto del expresidente hondureño, Juan Orlando Hernández, condenado por el mismo delito",https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/mexico/2026-01-04/la-guerra-contra-las-drogas-el-doble-rasero-de-trump-contra-america-latina.html,81.17
d44c46ca0eb587113f8257bf161a2b97,LATINOAMERICA,Global Economy,Las fotos y videos de la llegada de Nicolás Maduro a Nueva York tras su captura: “Feliz Año Nuevo”,El líder chavista llegó a suelo estadounidense esposado y escoltado por efectivos de la Administración para el Control de Drogas; fue capturado junto con su esposa y enfrentará cargos por narcotráfico y terrorismo,https://www.lanacion.com.ar/arc/outboundfeeds/rss/,https://www.lanacion.com.ar/el-mundo/las-fotos-y-videos-de-la-llegada-de-nicolas-maduro-a-nueva-york-tras-su-captura-feliz-ano-nuevo-nid04012026/,85.07
