ID,Region,Category,Title,Description,Source,Link,Proximity_Score
a5e613dee6a741df0dd5e9303f8d0ffb,NORTEAMERICA,War & Conflict,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,79.78
591fa2482d54ec2c82806eb8783bb311,NORTEAMERICA,War & Conflict,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,76.43
3b2a66decd355a745323378d8473283d,NORTEAMERICA,War & Conflict,Zelenskyy reacts to Maduro arrest: US 'knows what to do next',"Ukrainian President Volodymyr Zelenskyy reacts to Nicolás Maduro&apos;s capture, suggesting the U.S. &quot;knows what to do next&quot; with dictators after military operation.",http://feeds.foxnews.com/foxnews/latest,https://www.foxnews.com/world/zelenskyy-reacts-maduro-arrest-us-knows-what-do-next,86.83
daffb6678c2defea64117975e9923fe5,NORTEAMERICA,War & Conflict,Kamala Harris blasts Trump administration’s capture of Venezuela’s Maduro as ‘unlawful and unwise’,"Kamala Harris condemns Trump&apos;s capture of Venezuelan dictator Maduro as &quot;unlawful and unwise,&quot; warning of potential chaos and questioning oil motives.",http://feeds.foxnews.com/foxnews/latest,https://www.foxnews.com/politics/kamala-harris-blasts-trump-administrations-capture-venezuelas-maduro-unlawful-unwise,85.31
28cca7a5e41c82f6759d7b8897f26402,NORTEAMERICA,War & Conflict,Trump's removal of Maduro prompts questions from Congress,Congressional lawmakers say they were not briefed before President Donald Trump launched a land attack on Venezuela and deposed President Nicolas Maduro.,https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/trumps-maduro-venezuela-congress.html,84.78
d35c600bdc201fa1162b61f0ebd00b8b,NORTEAMERICA,War & Conflict,"U.S. indictment against Venezuela President Maduro, wife is unsealed","The indictment was unsealed hours after U.S. forces launched an attack on Venezuela and captured its president Nicolas Maduro and his wife, Cilia Flores.",https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/maduro-indictment-drugs-venezuela.html,87.13
62f27c74cac93bd233f3e249aa9559f3,NORTEAMERICA,War & Conflict,'A dangerous ​precedent': World leaders react to the U.S. attack on Venezuela,"Russia and Iran broadly condemned the U.S. attack on Venezuela, while other world leaders called for de-escalation and said they are monitoring the situation.",https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/trump-venezuela-attack-world-leaders-react.html,87.01
ac5e319990d8a27213ce45ab301de414,NORTEAMERICA,War & Conflict,Watch Trump's full comments following the U.S. strike against Venezuela,"President Donald Trump is scheduled to speak Saturday morning following a stunning, large-scale attack on Venezuela overnight.",https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/trump-venezuela-attack.html,86.84
3abccd7d43d7c6d6b53ccac16f5d52ea,NORTEAMERICA,War & Conflict,"U.S. attacks Venezuela, captures Maduro and his wife; AG Bondi says charges include 'Narco-Terrorism'","Maduro and his wife were captured and removed from the country following the operation, Trump said in a statement on Truth Social.",https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/trump-us-operation-captured-venezuela-president-nicolas-maduro.html,88.33
c4a914eb657801ec1107e629e1909bde,NORTEAMERICA,War & Conflict,Trump tried to bury evidence of the Jan. 6 riot. NPR's archive preserves the facts,"NPR's Jan. 6 archive brings together reporting, video, documents and testimony to show what really happened during the Capitol riot. Explore the timeline, cases and evidence behind the attack.",https://feeds.npr.org/1001/rss.xml,https://www.npr.org/2026/01/04/g-s1-102891/jan-6-archive,75.58
