ID,Region,Category,Title,Description,Source,Link,Proximity_Score
20cc06a88e9752c15e9a86e0117d60fa,NORTEAMERICA,Social & Rights,Seahawks secure top seed in NFC with dominant road win over 49ers,The Seattle Seahawks beat the San Francisco 49ers for a franchise-record 14th win and the NFC playoffs top seed after quarterback Brock Purdy&apos;s fourth-quarter interception.,http://feeds.foxnews.com/foxnews/latest,https://www.foxnews.com/sports/seahawks-defeat-49ers-secure-top-seed-nfc,76.55
299f7a3f93f5a4c9978abf56af3580d9,LATINOAMERICA,Social & Rights,El papa León XIV  pidió garantizar la soberanía y el bienestar de Venezuela tras la captura de Nicolás Maduro,"El pontífice reclamó ""asegurar el Estado de Derecho inscrito en la Constitución, respetar los derechos humanos y civiles de todos y cada uno"".Lo dijo tras su oración del Ángelus en la plaza de San Pedro del Vaticano.",https://www.clarin.com/rss/lo-ultimo/,https://www.clarin.com/mundo/papa-leon-xiv-pidio-garantizar-soberania-bienestar-venezuela-captura-nicolas-maduro_0_9hFbRGlYWb.html,84.78
4549ac0ff898f20e5568969083894d42,LATINOAMERICA,Social & Rights,"Qué es el Cartel de los Soles, la organización narcoterrorista que Washington señala bajo el mando de Nicolás Maduro",El capturado líder chavista es acusado por tráfico de toneladas de cocaína; el rol del Tren de Aragua,https://www.lanacion.com.ar/arc/outboundfeeds/rss/,https://www.lanacion.com.ar/seguridad/que-es-el-cartel-de-los-soles-la-organizacion-narcoterrorista-que-washington-senala-bajo-el-mando-de-nid03012026/,83.99
b8e2f51d8baca05348c52496d636bd8e,LATINOAMERICA,Social & Rights,Carlos Baute fue letal tras la captura de Nicolás Maduro por parte de EE.UU.: “Trump atrapó al sátrapa”,"El cantante venezolano hizo un descargo en sus redes sociales tras el ataque a su país; “Se nos hizo realidad el regalo de Navidad”, expresó con un evidente tono de alegría",https://www.lanacion.com.ar/arc/outboundfeeds/rss/,https://www.lanacion.com.ar/espectaculos/carlos-baute-fue-letal-tras-la-captura-de-nicolas-maduro-por-parte-de-eeuu-trump-atrapo-al-satrapa-nid03012026/,85.96
e2c0108ed343a3507a10ec63a44b39a0,EUROPA,Social & Rights,Una hora con cinco prisioneros rusos en su celda de Ucrania,"Son todos soldados detenidos durante la operación en Kursk. Aunque Moscú aseguró que iba a recuperar su territorio para el 1 de octubre, Kiev todavía mantiene control sobre parte del territorio ruso",https://rss.elconfidencial.com/mundo/,https://www.elconfidencial.com/mundo/2024-10-11/cinco-horas-prisioneros-rusos-celda-ucrania_3978138/,83.53
0234cbfae5eb5b6e0e4f09809d8e16ae,EUROPA,Social & Rights,Protesters clash with police outside Essex ‘migrant hotel’,Demonstration took place in the wake of an Ethiopian asylum seeker allegedly sexually assaulting a teenage girl in Epping,https://www.telegraph.co.uk/news/rss.xml,https://www.telegraph.co.uk/news/2025/07/17/protesters-clash-with-police-essex-migrant-hotel/,76.61
dff610a2fb135e204e1149555b28d0a1,MEDIO_ORIENTE,Social & Rights,Sky News Arabia slammed online for 'legitimising' UAE-backed Yemen secessionists,"Sky News Arabia slammed online for 'legitimising' UAE-backed Yemen secessionists

    
    

          
      
      
        Submitted by 
Mera Aladam
 on 
Sat, 01/03/2026 - 10:27

        
      
    
      
    
                Social media users slam UAE-funded broadcaster for 'blatant promotion' of Yemen's STC and Sudan's RSF 
                      
                  
                  

  


                  Emiratis stand in front of the Sky News Arabia logo during the launch of the netw",https://www.middleeasteye.net/rss,https://www.middleeasteye.net/trending/sky-news-arabia-slammed-online-legitimising-uae-backed-yemen-secessionists,81.73
3e788ad0d80617ad79afc3208a3f342d,MEDIO_ORIENTE,Social & Rights,'Locked and loaded': Trump threatens Iran over protester deaths,"'Locked and loaded': Trump threatens Iran over protester deaths

    
    

          
      
      
        Submitted by 
MEE staff
 on 
Fri, 01/02/2026 - 17:13

        
      
    
      
    
                At least seven people were killed amid mass protests in Iran over the cost of living
                      
                  
                  

  


                  People walk past an anti-US mural on a street in Tehran, Iran on 2 January 2026 (Majid Asgaripour/West Asia News Agenc",https://www.middleeasteye.net/rss,https://www.middleeasteye.net/news/locked-and-loaded-trump-threatens-iran-over-protester-deaths,83.14
392fd29287987e7ee4ed994c49fa2125,AFRICA,Social & Rights,"Nigeria: Afcon 2025 Round of 16 - Traps, Landmines On Super Eagles' Path","[Vanguard] Nigeria should be strolling into the quarter-finals. Three wins from three, nine points collected, and the swagger of a team that appears destined for glory.",https://allafrica.com/tools/headlines/rdf/latest/headlines.rdf,https://allafrica.com/stories/202601030131.html,80.89
95895a4fbef02ce10c8d786bb3ac2011,AFRICA,Social & Rights,OUR CITY NEWS: How artist Ali Ntieche is preserving African heritage through creativity,"Through the blending of various traditions, Ali Ntieche is not only selling art — he is also creating cultural bridges between African countries.",https://www.dailymaverick.co.za/dmrss/,https://www.dailymaverick.co.za/article/how-artist-ali-ntieche-is-preserving-african-heritage-through-creativity,76.39
