ID,Region,Category,Title,Description,Source,Link,Proximity_Score
2a43bc75b7bd147056a65a48f0cd868e,NORTEAMERICA,Science & Tech,"Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced",,http://rss.cnn.com/rss/cnn_topstories.rss,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/index.html,73.14
5e263f2a9650b084375a6e5cc8cbe572,NORTEAMERICA,Science & Tech,The faith deficit in artificial intelligence should alarm every American,People increasingly turn to AI for life&apos;s hardest questions once asked of pastors and counselors. The results should alarm those who value moral formation.,http://feeds.foxnews.com/foxnews/latest,https://www.foxnews.com/opinion/faith-deficit-artificial-intelligence-should-alarm-every-american,75.93
6838d01905cdf34374d2fd8db8509d14,NORTEAMERICA,Science & Tech,Airlines scramble to add Caribbean flights after airspace closure strands tens of thousands of travelers,U.S. airlines resumed flights to Puerto Rico and other Caribbean destinations early Sunday after aviation authorities lifted temporary airspace restrictions.,https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/04/us-airlines-resume-caribbean-flights-after-venezuela-strikes.html,77.73
776ecc9893e3328589cd3084fe34a365,NORTEAMERICA,Science & Tech,"Trump orders Chinese-controlled firm to unwind chip asset deal, citing national security risks",A Chinese-controlled company must divest semiconductor assets it bought from Emcore after the White House said the deal could threaten U.S. national security.,https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/03/trump-orders-unwind-chinese-chip-acquisition-emcore-hiefo-emcore-velocity-one-navgiation-gyro.html,78.14
5d6c12b9b9b198e7182014ababc73aac,NORTEAMERICA,Science & Tech,China’s ‘Silicon Valley’ is building robots and fortune-telling AI apps at the same time,Hangzhou’s AI ecosystem now spans everything from cutting-edge robotics to experimental apps built by solo founders.,https://search.cnbc.com/rs/search/combinedcms/view.xml?partnerId=wrss01&id=100003114,https://www.cnbc.com/2026/01/02/hangzhou-liangzhu-china-ai-physical-robots-startups-manycore-nvidia-unitree-deep-silicon-valley.html,79.74
cc48bc0ae58dfd3bb53a9fef77fb0bb1,LATINOAMERICA,Science & Tech,"Monteverde, el pueblo turístico costarricense que refugia a migrantes deportados por Trump","Meses después de ser deportados de Estados Unidos, una familia de Rusia y otra de Azerbaiyán viven con incertidumbre y ayuda de un grupo de cuáqueros",https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/america/portada,https://elpais.com/america-futura/2026-01-01/monteverde-el-pueblo-turistico-costarricense-que-refugia-a-migrantes-deportados-por-trump.html,76.07
6d7ebff4d5edd3131f668911e2a48aab,EUROPA,Science & Tech,Turkey detains 357 suspected IS members in nationwide raids,The arrests come just a day after three police officers were killed during a siege in the town of Yalova.,http://feeds.bbci.co.uk/news/world/europe/rss.xml,https://www.bbc.com/news/articles/c4g5gq19n9zo?at_medium=RSS&at_campaign=rss,77.38
ab6392d3cf92ef7355e040dc794c59cc,EUROPA,Science & Tech,"Great white sharks face extinction in Mediterranean, say researchers","Overfishing and illegal fishing are contributing to the loss of sharks, including great whites.",http://feeds.bbci.co.uk/news/world/europe/rss.xml,https://www.bbc.com/news/articles/c9qe9wvq534o?at_medium=RSS&at_campaign=rss,78.24
777b1612840e0574cc5962254eca1a24,EUROPA,Science & Tech,Spanish woman who found fame for botching fresco restoration dies,"Cecilia Giménez's effort to restore the painting Ecce Homo earned the artwork the nickname ""Monkey Christ"".",http://feeds.bbci.co.uk/news/world/europe/rss.xml,https://www.bbc.com/news/articles/cr5z5p633q5o?at_medium=RSS&at_campaign=rss,74.99
61c7649fd28348c6c6a8076787a84d0c,EUROPA,Science & Tech,England's extreme patriots: Inside the growing nationalist movement,"Across England, a new wave of nationalist activism is reshaping the political landscape. From demonstrations outside asylum-seeker hotels to mass rallies drawing tens of thousands in London, groups draped in Union Jacks and St George's Cross flags are making their presence felt. FRANCE 24's Clovis Casali and Claire Paccalin report.",https://www.france24.com/en/europe/rss,https://www.france24.com/en/tv-shows/reporters/20260102-england-s-extreme-patriots-inside-the-growing-nationalist-movement,77.25
